	(0, 0, 0, 0)	(0, 0, 0, 1)	(0, 0, 1, 0)	(0, 0, 1, 1)	(0, 1, 0, 0)	(0, 1, 0, 1)	(0, 1, 1, 0)	(0, 1, 1, 1)	(1, 0, 0, 0)	(1, 0, 0, 1)	(1, 0, 1, 0)	(1, 0, 1, 1)	(1, 1, 0, 0)	(1, 1, 0, 1)	(1, 1, 1, 0)	(1, 1, 1, 1)	edge_sign
(35, 11)	25	0	0	0	0	1	0	0	30	1	0	0	0	0	0	0	0
(11, 36)	69	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0
(36, 11)	69	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
(11, 42)	29	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
(42, 11)	29	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
(11, 47)	22	15	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0
(47, 11)	22	2	0	0	15	4	0	0	0	0	0	0	0	0	0	0	0
(11, 56)	9	1	19	9	1	0	1	0	0	0	0	0	0	0	0	0	0
(56, 11)	9	1	0	0	1	0	0	0	19	1	0	0	9	0	0	0	0
(11, 59)	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(59, 11)	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(11, 68)	32	14	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0
(68, 11)	32	1	0	0	14	5	0	0	0	0	0	0	0	0	0	0	0
(11, 71)	26	12	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
(71, 11)	26	1	0	0	12	1	0	0	0	0	0	0	0	0	0	0	0
(11, 72)	25	19	1	18	1	1	0	0	0	0	0	0	0	0	0	0	1
(72, 11)	25	1	0	0	19	1	0	0	1	0	0	0	18	0	0	0	0
(11, 74)	29	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
(74, 11)	29	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0
(11, 86)	32	10	14	0	1	1	0	0	0	0	0	0	0	0	0	0	0
(86, 11)	32	1	0	0	10	1	0	0	14	0	0	0	0	0	0	0	0
(11, 87)	36	11	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0
(87, 11)	36	2	0	0	11	3	0	0	0	0	0	0	0	0	0	0	0
(11, 94)	5	29	0	5	0	3	0	1	0	0	0	0	0	0	0	0	0
(94, 11)	5	0	0	0	29	3	0	0	0	0	0	0	5	1	0	0	0
(11, 110)	18	16	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0
(110, 11)	18	2	0	0	16	4	0	0	0	0	0	0	0	0	0	0	0
(11, 113)	15	9	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0
(113, 11)	15	2	0	0	9	1	0	0	0	0	0	0	0	0	0	0	0
(11, 122)	51	4	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0
(122, 11)	51	1	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0
(11, 127)	22	11	4	0	0	1	0	0	0	0	0	0	0	0	0	0	1
(127, 11)	22	0	0	0	11	1	0	0	4	0	0	0	0	0	0	0	0
(11, 128)	22	11	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0
(128, 11)	22	2	0	0	11	3	0	0	0	0	0	0	0	0	0	0	0
(11, 138)	31	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
(138, 11)	31	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
(11, 151)	17	17	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0
(151, 11)	17	1	0	0	17	1	0	0	4	0	0	0	0	0	0	0	0
(11, 154)	15	4	5	0	2	4	0	0	0	0	0	0	0	0	0	0	1
(154, 11)	15	2	0	0	4	4	0	0	5	0	0	0	0	0	0	0	0
(11, 171)	33	4	10	6	0	1	0	0	0	0	0	0	0	0	0	0	1
(171, 11)	33	0	0	0	4	1	0	0	10	0	0	0	6	0	0	0	0
(11, 172)	20	2	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0
(172, 11)	20	3	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0
(11, 173)	134	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
(173, 11)	134	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
(11, 178)	13	7	7	0	0	2	0	0	0	0	0	0	0	0	0	0	1
(178, 11)	13	0	0	0	7	2	0	0	7	0	0	0	0	0	0	0	0
(11, 182)	16	10	7	0	0	2	0	0	0	0	0	0	0	0	0	0	0
(182, 11)	16	0	0	0	10	2	0	0	7	0	0	0	0	0	0	0	0
(11, 204)	1	1	18	7	0	0	1	0	0	0	0	0	0	0	0	0	-1
(204, 11)	1	0	0	0	1	0	0	0	18	1	0	0	7	0	0	0	0
(11, 214)	0	0	13	10	0	0	1	1	0	0	0	0	0	0	0	0	1
(214, 11)	0	0	0	0	0	0	0	0	13	1	0	0	10	1	0	0	0
(11, 215)	36	6	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0
(215, 11)	36	1	0	0	6	5	0	0	0	0	0	0	0	0	0	0	0
(11, 255)	31	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1
(255, 11)	31	2	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0
(11, 259)	17	5	9	2	0	0	0	0	0	0	0	0	0	0	0	0	1
(259, 11)	17	0	0	0	5	0	0	0	9	0	0	0	2	0	0	0	0
(11, 271)	0	0	28	4	0	0	1	0	0	0	0	0	0	0	0	0	1
(271, 11)	0	0	0	0	0	0	0	0	28	1	0	0	4	0	0	0	0
(11, 280)	20	0	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0
(280, 11)	20	1	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0
(11, 282)	12	4	7	4	0	1	0	0	0	0	0	0	0	0	0	0	0
(282, 11)	12	0	0	0	4	1	0	0	7	0	0	0	4	0	0	0	0
(11, 290)	20	6	20	13	3	1	0	2	0	0	0	0	0	0	0	0	0
(290, 11)	20	3	0	0	6	1	0	0	20	0	0	0	13	2	0	0	0
(11, 299)	0	0	18	9	0	0	0	1	0	0	0	0	0	0	0	0	1
(299, 11)	0	0	0	0	0	0	0	0	18	0	0	0	9	1	0	0	0
(11, 304)	21	3	7	0	3	3	1	0	0	0	0	0	0	0	0	0	0
(304, 11)	21	3	0	0	3	3	0	0	7	1	0	0	0	0	0	0	0
(11, 306)	73	7	3	0	1	8	0	0	0	0	0	0	0	0	0	0	0
(306, 11)	73	1	0	0	7	8	0	0	3	0	0	0	0	0	0	0	0
(11, 308)	42	1	6	0	2	2	2	0	0	0	0	0	0	0	0	0	0
(308, 11)	42	2	0	0	1	2	0	0	6	2	0	0	0	0	0	0	0
(11, 310)	84	2	6	0	3	3	0	0	0	0	0	0	0	0	0	0	1
(310, 11)	84	3	0	0	2	3	0	0	6	0	0	0	0	0	0	0	0
(11, 311)	83	9	8	0	4	4	0	0	0	0	0	0	0	0	0	0	0
(311, 11)	83	4	0	0	9	4	0	0	8	0	0	0	0	0	0	0	0
(11, 312)	90	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
(312, 11)	90	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0
(11, 313)	10	7	8	0	2	0	0	0	0	0	0	0	0	0	0	0	1
(313, 11)	10	2	0	0	7	0	0	0	8	0	0	0	0	0	0	0	0
(11, 315)	32	4	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0
(315, 11)	32	2	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0
(11, 317)	46	6	7	2	3	2	0	0	0	0	0	0	0	0	0	0	1
(317, 11)	46	3	0	0	6	2	0	0	7	0	0	0	2	0	0	0	0
(11, 319)	47	3	5	0	3	0	0	0	0	0	0	0	0	0	0	0	1
(319, 11)	47	3	0	0	3	0	0	0	5	0	0	0	0	0	0	0	0
(11, 334)	17	1	8	0	2	0	1	0	0	0	0	0	0	0	0	0	1
(334, 11)	17	2	0	0	1	0	0	0	8	1	0	0	0	0	0	0	0
(11, 339)	31	2	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0
(339, 11)	31	1	0	0	2	1	0	0	3	0	0	0	0	0	0	0	0
(11, 346)	5	21	5	3	1	1	0	0	0	0	0	0	0	0	0	0	0
(346, 11)	5	1	0	0	21	1	0	0	5	0	0	0	3	0	0	0	0
(11, 371)	40	2	5	0	3	2	0	0	0	0	0	0	0	0	0	0	0
(371, 11)	40	3	0	0	2	2	0	0	5	0	0	0	0	0	0	0	0
(11, 407)	43	20	15	15	1	6	0	1	0	0	0	0	0	0	0	0	0
(407, 11)	43	1	0	0	20	6	0	0	15	0	0	0	15	1	0	0	0
(11, 432)	51	2	15	0	1	0	1	0	0	0	0	0	0	0	0	0	0
(432, 11)	51	1	0	0	2	0	0	0	15	1	0	0	0	0	0	0	0
(11, 457)	119	10	0	0	5	8	0	0	0	0	0	0	0	0	0	0	0
(457, 11)	119	5	0	0	10	8	0	0	0	0	0	0	0	0	0	0	0
(11, 546)	32	12	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0
(546, 11)	32	2	0	0	12	2	0	0	0	0	0	0	0	0	0	0	0
(11, 556)	42	4	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
(556, 11)	42	1	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0
(11, 600)	59	13	16	1	2	4	0	0	0	0	0	0	0	0	0	0	0
(600, 11)	59	2	0	0	13	4	0	0	16	0	0	0	1	0	0	0	0
(11, 634)	28	13	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0
(634, 11)	28	1	0	0	13	2	0	0	0	0	0	0	0	0	0	0	0
(11, 650)	33	6	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0
(650, 11)	33	1	0	0	6	2	0	0	1	0	0	0	0	0	0	0	0
(11, 663)	44	8	11	2	2	1	0	0	0	0	0	0	0	0	0	0	0
(663, 11)	44	2	0	0	8	1	0	0	11	0	0	0	2	0	0	0	0
(11, 686)	27	10	4	0	0	3	0	0	0	0	0	0	0	0	0	0	0
(686, 11)	27	0	0	0	10	3	0	0	4	0	0	0	0	0	0	0	0
(11, 695)	23	18	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0
(695, 11)	23	1	0	0	18	2	0	0	0	0	0	0	0	0	0	0	0
(11, 697)	20	4	12	1	0	3	0	0	0	0	0	0	0	0	0	0	0
(697, 11)	20	0	0	0	4	3	0	0	12	0	0	0	1	0	0	0	0
(11, 704)	26	2	10	1	3	0	2	0	0	0	0	0	0	0	0	0	0
(704, 11)	26	3	0	0	2	0	0	0	10	2	0	0	1	0	0	0	0
(11, 706)	24	15	3	0	1	11	0	0	0	0	0	0	0	0	0	0	0
(706, 11)	24	1	0	0	15	11	0	0	3	0	0	0	0	0	0	0	0
(11, 707)	36	6	6	0	2	1	0	0	0	0	0	0	0	0	0	0	1
(707, 11)	36	2	0	0	6	1	0	0	6	0	0	0	0	0	0	0	0
(11, 710)	22	9	11	0	3	2	0	0	0	0	0	0	0	0	0	0	1
(710, 11)	22	3	0	0	9	2	0	0	11	0	0	0	0	0	0	0	0
(11, 722)	37	36	6	0	1	8	0	0	0	0	0	0	0	0	0	0	1
(722, 11)	37	1	0	0	36	8	0	0	6	0	0	0	0	0	0	0	0
(11, 730)	14	2	7	1	1	1	1	0	0	0	0	0	0	0	0	0	1
(730, 11)	14	1	0	0	2	1	0	0	7	1	0	0	1	0	0	0	0
(11, 737)	8	5	25	1	0	0	0	0	0	0	0	0	0	0	0	0	0
(737, 11)	8	0	0	0	5	0	0	0	25	0	0	0	1	0	0	0	0
(11, 742)	23	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0
(742, 11)	23	1	0	0	1	1	0	0	4	0	0	0	0	0	0	0	0
(11, 759)	15	7	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0
(759, 11)	15	2	0	0	7	1	0	0	0	0	0	0	0	0	0	0	0
(11, 762)	6	3	33	22	1	2	0	0	0	0	0	0	0	0	0	0	1
(762, 11)	6	1	0	0	3	2	0	0	33	0	0	0	22	0	0	0	0
(11, 763)	10	13	11	0	1	2	1	0	0	0	0	0	0	0	0	0	1
(763, 11)	10	1	0	0	13	2	0	0	11	1	0	0	0	0	0	0	0
(11, 766)	107	8	0	0	8	3	0	0	0	0	0	0	0	0	0	0	0
(766, 11)	107	8	0	0	8	3	0	0	0	0	0	0	0	0	0	0	0
(11, 769)	45	4	7	0	3	1	0	0	0	0	0	0	0	0	0	0	0
(769, 11)	45	3	0	0	4	1	0	0	7	0	0	0	0	0	0	0	0
(11, 784)	62	20	4	1	5	2	0	0	0	0	0	0	0	0	0	0	0
(784, 11)	62	5	0	0	20	2	0	0	4	0	0	0	1	0	0	0	0
(11, 788)	12	13	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0
(788, 11)	12	1	0	0	13	3	0	0	0	0	0	0	0	0	0	0	0
(11, 789)	55	37	14	1	3	2	0	0	0	0	0	0	0	0	0	0	0
(789, 11)	55	3	0	0	37	2	0	0	14	0	0	0	1	0	0	0	0
(11, 795)	21	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(795, 11)	21	0	0	0	2	0	0	0	8	0	0	0	0	0	0	0	0
(11, 805)	27	5	8	0	3	1	1	0	0	0	0	0	0	0	0	0	1
(805, 11)	27	3	0	0	5	1	0	0	8	1	0	0	0	0	0	0	0
(11, 813)	89	5	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0
(813, 11)	89	0	0	0	5	1	0	0	8	0	0	0	0	0	0	0	0
(11, 825)	27	4	19	0	1	0	0	0	0	0	0	0	0	0	0	0	1
(825, 11)	27	1	0	0	4	0	0	0	19	0	0	0	0	0	0	0	0
(11, 826)	58	7	10	0	4	13	0	0	0	0	0	0	0	0	0	0	0
(826, 11)	58	4	0	0	7	13	0	0	10	0	0	0	0	0	0	0	0
(11, 854)	11	13	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0
(854, 11)	11	0	0	0	13	8	0	0	0	0	0	0	0	0	0	0	0
(11, 856)	6	15	7	3	0	0	0	0	0	0	0	0	0	0	0	0	0
(856, 11)	6	0	0	0	15	0	0	0	7	0	0	0	3	0	0	0	0
(11, 857)	0	0	19	9	0	0	1	0	0	0	0	0	0	0	0	0	1
(857, 11)	0	0	0	0	0	0	0	0	19	1	0	0	9	0	0	0	0
(11, 865)	8	24	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0
(865, 11)	8	3	0	0	24	3	0	0	0	0	0	0	0	0	0	0	0
(11, 871)	20	3	10	0	1	0	0	0	0	0	0	0	0	0	0	0	1
(871, 11)	20	1	0	0	3	0	0	0	10	0	0	0	0	0	0	0	0
(11, 879)	37	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
(879, 11)	37	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
(11, 904)	25	32	9	8	0	7	1	0	0	0	0	0	0	0	0	0	1
(904, 11)	25	0	0	0	32	7	0	0	9	1	0	0	8	0	0	0	0
(11, 922)	66	1	6	2	4	2	0	0	0	0	0	0	0	0	0	0	1
(922, 11)	66	4	0	0	1	2	0	0	6	0	0	0	2	0	0	0	0
(11, 937)	11	2	14	3	0	3	1	0	0	0	0	0	0	0	0	0	1
(937, 11)	11	0	0	0	2	3	0	0	14	1	0	0	3	0	0	0	0
(11, 941)	31	3	11	0	2	2	1	0	0	0	0	0	0	0	0	0	0
(941, 11)	31	2	0	0	3	2	0	0	11	1	0	0	0	0	0	0	0
(11, 946)	27	9	10	1	3	4	0	0	0	0	0	0	0	0	0	0	1
(946, 11)	27	3	0	0	9	4	0	0	10	0	0	0	1	0	0	0	0
(11, 959)	7	2	17	4	0	0	1	0	0	0	0	0	0	0	0	0	0
(959, 11)	7	0	0	0	2	0	0	0	17	1	0	0	4	0	0	0	0
(11, 971)	22	7	8	1	1	5	0	0	0	0	0	0	0	0	0	0	1
(971, 11)	22	1	0	0	7	5	0	0	8	0	0	0	1	0	0	0	0
(11, 974)	2	3	19	2	0	0	0	0	0	0	0	0	0	0	0	0	0
(974, 11)	2	0	0	0	3	0	0	0	19	0	0	0	2	0	0	0	0
(11, 978)	21	4	11	12	3	3	0	0	0	0	0	0	0	0	0	0	1
(978, 11)	21	3	0	0	4	3	0	0	11	0	0	0	12	0	0	0	0
(11, 986)	14	13	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
(986, 11)	14	0	0	0	13	1	0	0	0	0	0	0	0	0	0	0	0
(11, 988)	55	4	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0
(988, 11)	55	2	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0
(11, 993)	94	2	40	0	7	2	3	0	0	0	0	0	0	0	0	0	1
(993, 11)	94	7	0	0	2	2	0	0	40	3	0	0	0	0	0	0	0
(11, 996)	64	9	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0
(996, 11)	64	2	0	0	9	3	0	0	0	0	0	0	0	0	0	0	0
(11, 1006)	51	4	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0
(1006, 11)	51	1	0	0	4	1	0	0	4	0	0	0	0	0	0	0	0
(11, 1026)	0	0	19	6	0	0	0	0	0	0	0	0	0	0	0	0	0
(1026, 11)	0	0	0	0	0	0	0	0	19	0	0	0	6	0	0	0	0
(11, 1029)	7	68	0	6	0	9	0	1	0	0	0	0	0	0	0	0	0
(1029, 11)	7	0	0	0	68	9	0	0	0	0	0	0	6	1	0	0	0
(11, 1037)	17	8	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0
(1037, 11)	17	3	0	0	8	3	0	0	0	0	0	0	0	0	0	0	0
(11, 1055)	37	22	6	0	2	6	0	0	0	0	0	0	0	0	0	0	1
(1055, 11)	37	2	0	0	22	6	0	0	6	0	0	0	0	0	0	0	0
(11, 1062)	63	0	8	0	2	0	0	0	0	0	0	0	0	0	0	0	1
(1062, 11)	63	2	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
(11, 1075)	21	2	6	0	0	1	0	0	0	0	0	0	0	0	0	0	1
(1075, 11)	21	0	0	0	2	1	0	0	6	0	0	0	0	0	0	0	0
(11, 1097)	20	0	9	1	4	0	1	0	0	0	0	0	0	0	0	0	0
(1097, 11)	20	4	0	0	0	0	0	0	9	1	0	0	1	0	0	0	0
(11, 1098)	40	3	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0
(1098, 11)	40	4	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0
(11, 1111)	15	4	9	1	0	1	1	0	0	0	0	0	0	0	0	0	1
(1111, 11)	15	0	0	0	4	1	0	0	9	1	0	0	1	0	0	0	0
(11, 1127)	22	2	3	1	1	0	0	0	0	0	0	0	0	0	0	0	1
(1127, 11)	22	1	0	0	2	0	0	0	3	0	0	0	1	0	0	0	0
(11, 1133)	81	13	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0
(1133, 11)	81	2	0	0	13	3	0	0	0	0	0	0	0	0	0	0	0
(11, 1135)	41	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
(1135, 11)	41	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
(11, 1137)	29	9	5	0	1	7	2	0	0	0	0	0	0	0	0	0	0
(1137, 11)	29	1	0	0	9	7	0	0	5	2	0	0	0	0	0	0	0
(11, 1151)	115	6	15	2	9	2	1	0	0	0	0	0	0	0	0	0	1
(1151, 11)	115	9	0	0	6	2	0	0	15	1	0	0	2	0	0	0	0
(11, 1164)	5	8	18	0	1	2	1	0	0	0	0	0	0	0	0	0	1
(1164, 11)	5	1	0	0	8	2	0	0	18	1	0	0	0	0	0	0	0
(11, 1166)	60	62	21	0	5	10	0	0	0	0	0	0	0	0	0	0	0
(1166, 11)	60	5	0	0	62	10	0	0	21	0	0	0	0	0	0	0	0
(11, 1167)	30	33	14	0	2	3	0	0	0	0	0	0	0	0	0	0	1
(1167, 11)	30	2	0	0	33	3	0	0	14	0	0	0	0	0	0	0	0
(11, 1185)	9	12	9	1	1	0	0	0	0	0	0	0	0	0	0	0	1
(1185, 11)	9	1	0	0	12	0	0	0	9	0	0	0	1	0	0	0	0
(11, 1186)	0	0	22	6	0	0	0	1	0	0	0	0	0	0	0	0	1
(1186, 11)	0	0	0	0	0	0	0	0	22	0	0	0	6	1	0	0	0
(11, 1193)	13	3	22	0	0	1	0	0	0	0	0	0	0	0	0	0	1
(1193, 11)	13	0	0	0	3	1	0	0	22	0	0	0	0	0	0	0	0
(11, 1201)	10	2	23	1	2	1	0	0	0	0	0	0	0	0	0	0	1
(1201, 11)	10	2	0	0	2	1	0	0	23	0	0	0	1	0	0	0	0
(11, 1202)	26	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
(1202, 11)	26	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(11, 1204)	23	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(1204, 11)	23	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
(11, 1210)	74	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
(1210, 11)	74	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(11, 1211)	26	4	21	20	2	5	1	0	0	0	0	0	0	0	0	0	1
(1211, 11)	26	2	0	0	4	5	0	0	21	1	0	0	20	0	0	0	0
(11, 1221)	24	2	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0
(1221, 11)	24	2	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0
(11, 1236)	34	3	10	0	3	0	0	0	0	0	0	0	0	0	0	0	0
(1236, 11)	34	3	0	0	3	0	0	0	10	0	0	0	0	0	0	0	0
(11, 1247)	22	1	5	1	2	2	0	0	0	0	0	0	0	0	0	0	0
(1247, 11)	22	2	0	0	1	2	0	0	5	0	0	0	1	0	0	0	0
(11, 1253)	8	8	13	0	0	4	0	0	0	0	0	0	0	0	0	0	0
(1253, 11)	8	0	0	0	8	4	0	0	13	0	0	0	0	0	0	0	0
(11, 1261)	1	1	11	13	1	0	1	0	0	0	0	0	0	0	0	0	1
(1261, 11)	1	1	0	0	1	0	0	0	11	1	0	0	13	0	0	0	0
(11, 1267)	25	0	12	2	0	0	0	0	0	0	0	0	0	0	0	0	0
(1267, 11)	25	0	0	0	0	0	0	0	12	0	0	0	2	0	0	0	0
(11, 1278)	17	11	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0
(1278, 11)	17	1	0	0	11	5	0	0	0	0	0	0	0	0	0	0	0
(11, 1279)	48	1	16	0	2	1	1	0	0	0	0	0	0	0	0	0	1
(1279, 11)	48	2	0	0	1	1	0	0	16	1	0	0	0	0	0	0	0
(11, 1286)	15	3	16	0	2	0	1	0	0	0	0	0	0	0	0	0	1
(1286, 11)	15	2	0	0	3	0	0	0	16	1	0	0	0	0	0	0	0
(11, 1297)	24	8	38	24	3	1	2	0	0	0	0	0	0	0	0	0	1
(1297, 11)	24	3	0	0	8	1	0	0	38	2	0	0	24	0	0	0	0
(11, 1305)	46	10	7	0	3	3	0	0	0	0	0	0	0	0	0	0	0
(1305, 11)	46	3	0	0	10	3	0	0	7	0	0	0	0	0	0	0	0
(11, 1319)	50	4	12	1	6	0	1	0	0	0	0	0	0	0	0	0	1
(1319, 11)	50	6	0	0	4	0	0	0	12	1	0	0	1	0	0	0	0
(11, 1335)	20	8	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
(1335, 11)	20	0	0	0	8	3	0	0	0	0	0	0	0	0	0	0	0
(11, 1350)	48	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0
(1350, 11)	48	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
(11, 1352)	39	2	5	1	1	0	0	0	0	0	0	0	0	0	0	0	0
(1352, 11)	39	1	0	0	2	0	0	0	5	0	0	0	1	0	0	0	0
(11, 1357)	25	4	16	0	1	1	1	0	0	0	0	0	0	0	0	0	0
(1357, 11)	25	1	0	0	4	1	0	0	16	1	0	0	0	0	0	0	0
(11, 1374)	42	29	10	4	5	2	0	1	0	0	0	0	0	0	0	0	1
(1374, 11)	42	5	0	0	29	2	0	0	10	0	0	0	4	1	0	0	0
(11, 1386)	22	2	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0
(1386, 11)	22	1	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0
(11, 1395)	69	4	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
(1395, 11)	69	1	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0
(11, 1428)	68	9	18	2	2	4	0	0	0	0	0	0	0	0	0	0	-1
(1428, 11)	68	2	0	0	9	4	0	0	18	0	0	0	2	0	0	0	0
(11, 1441)	8	9	2	3	0	3	0	0	0	0	0	0	0	0	0	0	1
(1441, 11)	8	0	0	0	9	3	0	0	2	0	0	0	3	0	0	0	0
(11, 1453)	0	0	18	9	0	0	0	0	0	0	0	0	0	0	0	0	0
(1453, 11)	0	0	0	0	0	0	0	0	18	0	0	0	9	0	0	0	0
(11, 1470)	30	9	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
(1470, 11)	30	2	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
(11, 1471)	17	6	12	1	2	2	1	0	0	0	0	0	0	0	0	0	1
(1471, 11)	17	2	0	0	6	2	0	0	12	1	0	0	1	0	0	0	0
(11, 1473)	24	8	6	1	1	1	0	0	0	0	0	0	0	0	0	0	0
(1473, 11)	24	1	0	0	8	1	0	0	6	0	0	0	1	0	0	0	0
(11, 1482)	14	0	19	0	1	0	1	0	0	0	0	0	0	0	0	0	1
(1482, 11)	14	1	0	0	0	0	0	0	19	1	0	0	0	0	0	0	0
(11, 1487)	47	0	14	0	2	1	0	0	0	0	0	0	0	0	0	0	1
(1487, 11)	47	2	0	0	0	1	0	0	14	0	0	0	0	0	0	0	0
(11, 1489)	19	7	12	0	2	3	1	0	0	0	0	0	0	0	0	0	1
(1489, 11)	19	2	0	0	7	3	0	0	12	1	0	0	0	0	0	0	0
(11, 1492)	57	0	14	0	2	0	0	0	0	0	0	0	0	0	0	0	1
(1492, 11)	57	2	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0
(11, 1496)	70	4	19	0	5	2	1	0	0	0	0	0	0	0	0	0	0
(1496, 11)	70	5	0	0	4	2	0	0	19	1	0	0	0	0	0	0	0
(11, 1501)	9	8	8	0	2	2	1	0	0	0	0	0	0	0	0	0	1
(1501, 11)	9	2	0	0	8	2	0	0	8	1	0	0	0	0	0	0	0
(11, 1521)	34	1	8	1	3	0	0	0	0	0	0	0	0	0	0	0	0
(1521, 11)	34	3	0	0	1	0	0	0	8	0	0	0	1	0	0	0	0
(11, 1522)	31	20	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0
(1522, 11)	31	1	0	0	20	2	0	0	0	0	0	0	0	0	0	0	0
(11, 1525)	16	2	17	3	1	0	0	0	0	0	0	0	0	0	0	0	1
(1525, 11)	16	1	0	0	2	0	0	0	17	0	0	0	3	0	0	0	0
(11, 1537)	22	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0
(1537, 11)	22	1	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
(11, 1538)	30	3	16	0	2	0	0	0	0	0	0	0	0	0	0	0	0
(1538, 11)	30	2	0	0	3	0	0	0	16	0	0	0	0	0	0	0	0
(11, 1542)	39	1	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0
(1542, 11)	39	1	0	0	1	0	0	0	8	0	0	0	0	0	0	0	0
(11, 1549)	130	17	31	14	6	3	0	1	0	0	0	0	0	0	0	0	1
(1549, 11)	130	6	0	0	17	3	0	0	31	0	0	0	14	1	0	0	0
(11, 1552)	14	13	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0
(1552, 11)	14	1	0	0	13	5	0	0	0	0	0	0	0	0	0	0	0
