	positive_in_degree	positive_out_degree	negative_in_degree	negative_out_degree
10950	0	0	2	0
10951	0	0	4	0
10952	6	0	6	0
10953	30	15	10	17
10954	1	0	2	0
10955	4	2	6	15
10956	16	24	7	0
10957	5	2	3	1
10958	10	19	7	4
10959	1	3	4	1
10960	2	6	4	0
10961	7	5	6	1
10962	1	0	4	1
10963	0	0	2	0
10964	3	0	9	0
10965	5	18	17	50
10966	2	1	3	0
10967	3	0	4	0
10968	1	13	6	0
10969	1	0	2	0
10970	2	0	4	0
10971	6	2	7	1
10972	2	0	5	0
10973	11	22	5	9
10974	6	10	4	7
10975	1	0	2	0
10976	3	0	2	0
10977	0	0	2	0
10978	9	0	13	132
10979	1	0	2	0
10980	12	10	8	3
10981	1	1	7	1
10982	2	2	2	0
10983	6	0	3	0
10984	2	0	12	25
10985	4	3	9	1
10986	6	0	4	0
10987	20	8	14	0
10988	0	2	2	1
10989	2	0	5	1
10990	8	24	8	1
10991	5	4	3	1
10992	0	0	2	0
10993	23	4	3	0
4833	163	0	1	0
6778	6	21	5	1
6779	6	14	0	0
6780	10	4	0	0
501	406	22	57	0
1710	120	0	49	0
1894	12	59	17	28
1945	28	27	13	2
1950	84	14	34	2
1993	9	1	7	2
2055	2	0	8	0
2084	2	0	4	0
2102	65	65	9	0
2108	266	0	60	197
2204	9	11	19	8
2580	54	155	1	1
2594	0	6	11	2
2595	0	0	21	0
2633	123	118	70	0
3079	34	18	36	7
3173	89	46	7	0
3373	98	3	12	0
3415	78	0	69	0
3736	3	0	1	0
3791	3	1	2	0
3811	30	28	11	50
3974	90	72	76	0
4237	21	1	4	2
4294	2	3	1	1
4793	22	88	25	0
4926	39	1	14	0
5168	13	3	13	0
5170	25	0	18	1
5171	8	0	8	0
5276	23	78	26	1
5316	32	130	32	17
5660	22	12	5	13
5800	37	46	12	15
6020	8	0	5	0
6024	47	33	17	8
6090	44	4	7	0
6411	6	0	1	0
6902	24	20	30	4
7361	12	1	4	0
7384	11	4	0	0
7478	26	1	50	0
7689	15	3	7	1
7724	31	28	18	3
8352	170	0	0	0
8749	9	0	5	0
10306	29	40	7	8
10441	4	4	2	0
10488	14	1	11	0
10994	48	0	0	0
10995	1	0	0	0
10996	4	4	3	0
10997	2	21	0	2
10998	28	0	26	0
10999	16	6	6	1
11000	34	81	3	11
11001	12	0	4	0
11002	1	0	0	0
11003	4	34	1	0
11004	1	1	0	0
11005	6	0	0	0
11006	11	3	1	0
11007	11	1	2	1
11008	8	0	8	0
11009	0	0	1	0
11010	1	0	1	0
11011	0	0	1	0
11012	0	1	2	0
11013	1	0	2	0
11014	0	0	1	0
11015	13	30	2	0
11016	0	1	1	1
11017	38	30	16	3
11018	0	0	1	0
11019	0	0	2	0
11020	11	199	12	4
11021	12	2	9	2
11022	1	0	1	0
11023	1	0	1	0
11024	2	4	4	0
11025	2	19	2	1
11026	1	0	1	0
11027	0	0	1	0
11028	5	6	8	3
11029	1	1	2	0
11030	5	3	3	2
11031	15	6	8	8
11032	2	0	8	3
11033	3	0	5	18
11034	3	0	2	0
11035	0	0	1	0
11036	11	9	10	7
11037	1	0	1	0
11038	1	1	3	28
11039	0	0	1	0
11040	2	1	4	0
11041	0	0	1	0
11042	20	0	8	0
11043	1	0	1	0
11044	16	187	6	2
11045	17	0	7	14
11046	1	1	4	1
11047	1	4	2	0
11048	1	0	3	0
11049	5	3	2	2
11050	1	0	2	0
11051	0	0	1	0
11052	2	1	1	0
11053	6	0	3	0
11054	6	1	11	6
11055	24	0	23	0
11056	3	0	5	0
11057	5	1	2	0
11058	41	185	17	0
11059	2	3	3	3
11060	2	3	5	5
11061	1	0	8	1
11062	8	0	7	0
11063	2	6	5	1
11064	3	2	2	0
11065	5	1	28	0
11066	2	2	3	0
11067	1	5	3	2
11068	2	4	5	0
11069	2	0	4	0
11070	1	0	2	0
11071	2	20	6	15
104	4	0	0	0
105	8	2	1	0
106	2	0	0	0
107	162	0	25	2
109	10	43	8	95
110	3	0	0	0
112	519	149	82	0
113	15	14	8	14
115	48	0	5	0
116	2	0	0	0
117	3	0	0	0
119	73	24	14	0
121	20	0	0	0
122	1	0	0	0
123	11	31	2	1
124	1	0	0	0
126	0	0	1	0
4675	27	38	3	8
11072	13	18	0	1
11073	10	4	1	0
11074	6	0	0	0
11075	3	2	0	0
11076	3	7	0	0
11077	1	0	0	0
2029	88	0	6	0
3251	81	8	15	2
4665	5	0	0	0
6293	8	7	2	1
7093	8	4	0	1
7200	12	14	2	0
9763	30	12	2	0
11078	4	0	0	0
11079	3	0	0	0
11080	16	29	0	3
11081	3	0	0	0
11082	2	0	0	0
11083	1	0	0	0
61	54	15	3	2
63	23	30	2	0
64	10	7	0	5
65	27	12	2	2
68	50	142	34	31
72	160	157	6	0
73	47	18	1	0
77	3	0	1	0
78	4	0	2	0
82	8	8	0	0
84	7	0	0	0
86	279	0	0	0
89	78	53	11	14
91	7	16	1	1
93	14	12	1	0
96	46	24	6	3
97	149	149	43	0
99	19	5	5	0
102	21	1	7	0
277	324	12	21	3
2173	165	110	18	6
4263	12	67	1	26
5323	20	90	2	3
5617	82	2	22	0
5933	13	15	0	0
11520	3	15	9	0
19329	17	0	0	0
23849	9	30	12	1
26500	1	0	1	0
26501	11	11	1	21
26502	15	10	0	0
26503	2	0	0	0
1544	633	3	59	0
1664	47	2	59	24
1665	3	0	2	0
1803	58	0	59	0
1823	11	18	0	1
1830	59	2	54	0
1835	72	2	13	1
1840	22	3	7	1
1890	34	16	5	0
1981	33	0	5	1
2002	108	33	54	3
2004	4	0	12	0
2065	128	126	28	76
2403	27	0	6	0
2406	188	0	161	0
2451	114	401	4	0
2493	28	44	0	0
2532	39	7	16	7
2889	68	79	11	4
2930	122	203	8	0
2989	44	166	2	20
3186	70	1	10	0
3303	30	0	13	0
3516	23	12	5	4
3698	16	63	6	0
3819	22	1	6	0
3912	27	0	14	0
4049	8	0	8	0
4088	19	6	6	0
4117	37	59	3	3
4451	114	52	71	46
4758	17	0	8	0
4999	43	67	0	3
5011	27	0	12	0
5187	32	13	18	14
5205	9	2	11	0
5245	8	0	4	0
5300	79	15	6	3
5370	3	2	4	0
5426	15	64	0	1
5526	99	1	22	0
5594	4	0	5	0
5657	64	8	9	0
5740	35	3	1	0
5923	73	0	10	0
5951	15	35	1	1
5956	29	10	0	0
6050	30	18	8	2
6313	44	30	19	12
7013	3	0	0	0
7127	26	0	4	0
7514	25	9	15	13
7595	38	33	14	43
7778	55	4	3	1
7855	29	13	0	4
9024	8	6	3	0
9381	43	4	4	12
9430	40	5	0	0
9501	25	24	7	8
9637	15	2	11	0
9840	10	1	3	0
10420	18	0	8	1
10777	14	0	12	0
10796	42	12	25	16
11115	52	10	21	10
11177	4	6	3	0
11189	14	0	4	0
11197	20	0	7	0
11324	8	0	6	0
11954	74	1	69	0
12459	27	0	7	0
12521	3	0	1	0
12545	8	1	4	8
12645	26	58	5	11
12831	38	50	4	22
12869	19	15	2	0
12918	11	17	9	15
13256	8	0	1	0
13443	7	16	2	2
13929	9	0	0	1
13949	23	4	14	2
14485	21	4	1	0
14671	2	13	1	1
14694	18	106	9	96
14763	25	43	2	10
14840	5	27	0	2
14899	2	3	0	0
15713	18	0	1	0
15724	8	0	1	0
15994	19	0	21	0
16018	5	3	3	0
16119	4	28	0	0
16656	28	14	0	0
16723	5	12	2	0
16849	6	0	0	0
17028	13	14	3	5
17176	10	0	0	0
18509	1	0	3	1
19392	12	4	4	0
19427	13	0	1	0
19773	5	0	2	0
20381	5	6	2	1
20555	10	24	5	11
21043	4	0	1	0
23450	9	9	7	1
24836	4	0	3	1
25253	4	1	1	0
25301	6	37	0	0
25671	17	12	5	5
26450	2	0	1	1
26504	4	0	3	0
26505	17	8	1	0
26506	2	23	0	0
26507	4	1	2	1
26508	2	0	0	0
26509	1	4	1	1
26510	3	0	0	0
26511	2	0	1	0
26512	3	24	0	0
26513	7	9	0	1
26514	1	0	1	0
26515	1	0	0	0
26516	6	10	1	0
26517	3	0	1	2
26518	7	53	3	4
26519	1	0	0	0
26520	1	2	0	0
26521	3	0	0	0
26522	7	20	0	0
26523	21	13	1	13
26524	9	0	0	0
26525	1	0	0	0
26526	2	0	0	0
26527	12	25	3	1
26528	3	0	5	0
26529	1	4	0	0
26530	8	10	5	2
26531	1	0	0	0
26532	2	15	0	4
26533	2	20	0	0
26534	2	2	0	1
26535	1	0	2	0
26536	2	3	0	0
26537	7	0	9	0
26538	7	12	2	5
26539	1	1	1	0
26540	8	0	7	0
26541	11	0	8	0
3068	75	223	14	23
3436	4	25	2	4
3588	22	147	1	4
4320	24	0	13	0
4443	120	0	20	4
5539	5	47	0	0
6180	19	39	2	3
8944	5	2	1	0
9235	62	345	13	60
10473	32	228	4	150
11338	45	88	13	22
13658	5	4	2	1
15205	6	24	0	19
15219	11	100	7	96
15909	7	31	5	23
19394	16	126	6	70
21320	7	13	1	0
21956	6	20	1	1
21985	10	61	1	31
26542	1	1	0	2
26543	3	0	0	0
26544	3	5	0	0
26545	4	2	1	1
26546	2	1	0	0
26547	3	8	0	8
3702	134	7	3	1
3720	127	12	13	2
6398	51	11	13	2
12228	3	0	5	0
26548	3	0	0	0
26549	5	0	2	0
26550	4	0	0	0
26551	0	0	1	0
26552	0	0	1	0
4045	23	38	11	10
4255	30	51	14	93
5441	45	40	31	73
22125	18	50	0	0
25222	3	0	1	0
26553	1	0	0	0
26554	1	0	0	0
26555	1	0	2	0
26556	1	1	0	0
26557	1	0	0	0
26558	1	0	0	0
26559	2	4	5	0
162	39	74	0	0
1847	110	174	37	27
1849	131	202	41	1
1864	81	68	1	0
2115	172	210	4	0
2200	107	78	16	28
2516	34	17	1	5
2528	114	100	5	2
2540	48	50	3	1
2541	158	179	5	0
2542	89	161	0	2
2549	80	81	0	0
2558	67	30	1	16
2565	85	16	12	1
2587	58	143	1	0
4361	39	32	0	0
4367	98	73	1	0
4386	106	195	0	9
5629	20	41	3	0
6435	21	52	0	6
148	38	31	2	3
156	20	0	0	0
175	66	93	9	2
266	157	27	15	0
417	13	5	3	0
465	23	2	2	1
1552	19	10	22	3
1585	57	154	1	17
1609	46	3	7	0
1631	126	0	115	0
1695	111	76	2	1
1701	491	55	43	0
1736	61	95	11	0
1812	35	154	0	3
1838	67	63	1	0
1839	34	0	0	0
1848	13	38	0	2
1860	34	31	4	8
1869	63	184	5	17
1879	206	0	8	0
1960	38	68	4	14
1991	26	62	14	0
2001	33	16	7	38
2083	23	14	3	7
2105	6	2	2	0
2141	63	165	0	4
2186	19	19	3	0
2220	144	24	54	0
2225	40	92	20	108
2284	104	0	41	0
2364	138	107	19	49
2375	56	0	0	0
2423	88	17	38	0
2440	79	0	15	0
2491	6	11	1	1
2496	8	19	0	2
2498	29	39	3	7
2500	24	62	5	0
2510	62	130	2	9
2511	76	75	0	0
2515	107	126	3	2
2519	29	13	5	4
2520	41	49	0	1
2527	18	37	0	1
2529	44	57	0	0
2533	34	65	0	3
2536	141	1	33	0
2538	32	25	14	23
2548	69	79	2	0
2554	12	26	2	0
2555	112	46	3	0
2557	59	111	6	5
2571	155	210	0	0
2577	121	229	1	7
2581	47	211	2	0
2586	139	42	4	0
2589	31	32	0	4
2608	9	12	8	1
2654	35	34	1	0
2714	28	254	1	2
2784	298	187	56	57
2797	166	83	96	40
2829	62	133	3	26
2939	28	45	2	1
3121	27	0	22	7
3160	236	330	7	70
3407	4	0	1	0
3726	10	29	0	0
3743	25	77	2	3
3749	68	108	13	24
3771	44	36	6	5
3850	81	6	13	0
3890	50	0	8	0
3897	58	104	16	97
3958	96	28	41	9
4348	12	15	1	1
4360	24	23	1	2
4368	69	67	5	2
4375	70	106	0	27
4380	12	30	0	0
4388	52	35	0	0
4446	5	0	2	0
4562	50	87	4	0
4571	18	73	1	1
4575	83	137	9	0
4838	13	116	1	8
4868	51	130	6	0
4910	17	5	2	0
4988	6	7	0	0
5041	27	93	3	2
5096	83	387	10	0
5210	40	56	9	31
5296	9	16	3	3
5400	30	185	3	17
5407	10	11	5	2
5422	5	0	0	0
5566	56	163	3	0
5623	19	74	4	33
5652	31	113	5	44
5738	40	20	10	0
5742	15	0	2	0
5812	12	34	2	2
5830	14	7	0	0
6040	9	3	2	0
6299	16	2	8	0
6945	37	73	6	36
7130	41	19	2	4
7473	9	5	7	0
7477	20	0	6	0
7489	14	0	4	0
7617	30	27	1	3
7722	7	10	2	1
7723	28	11	11	3
7843	17	4	0	0
7894	28	39	1	1
7994	10	0	1	0
8077	95	21	10	0
8203	28	267	0	22
8262	13	17	0	0
8482	32	110	3	126
8501	44	16	2	4
8508	48	3	1	0
8577	39	6	16	5
8695	14	13	10	0
9389	32	44	4	7
9411	12	15	0	0
9436	14	7	0	0
9497	14	33	0	0
9811	11	38	6	39
9874	15	0	2	0
9991	17	44	0	0
9999	20	14	0	0
10245	5	0	1	0
10398	12	10	6	3
11146	9	1	13	6
11162	17	19	3	8
11163	27	179	4	0
11164	1	0	0	0
11165	2	3	1	0
11166	14	49	4	4
11167	24	2	0	0
11168	9	6	3	1
11169	9	5	1	0
11170	2	1	0	0
11171	5	2	1	0
11172	3	0	0	0
11173	11	11	3	4
11174	8	12	0	0
11175	1	2	0	0
11176	2	1	0	0
11178	1	0	0	0
11179	14	53	3	111
11180	9	12	0	6
11181	1	0	0	0
11182	2	0	0	0
11183	4	7	1	0
11184	1	1	0	0
11185	6	0	1	0
11186	5	2	1	0
11187	1	0	0	0
11188	1	0	0	0
11190	8	7	0	0
11191	4	0	2	0
11192	2	1	3	0
11193	3	0	2	0
11194	6	11	1	0
11195	16	0	4	0
11196	18	26	8	1
11198	6	0	0	0
11199	7	7	1	0
11200	8	10	5	10
11201	1	0	0	0
11202	1	0	0	0
11203	15	1	3	0
11204	1	0	0	0
11205	9	18	0	3
11206	8	16	7	0
11207	1	0	1	0
11208	21	0	0	0
11209	3	6	0	0
11210	8	32	9	0
11211	2	2	1	1
11212	2	0	0	0
11213	3	0	0	0
11214	3	43	1	0
11215	2	1	0	0
11216	2	0	0	0
11217	31	201	1	0
11218	2	2	0	0
11219	18	8	8	131
11220	3	7	0	0
11221	14	2	2	0
11222	16	85	0	6
11223	7	12	0	15
11224	4	3	0	0
11225	9	5	1	0
11226	1	0	0	0
11227	16	42	5	21
11228	1	0	0	0
11229	26	39	6	20
11230	7	3	1	3
11231	2	0	0	0
11232	2	21	2	0
11233	6	16	0	0
11234	2	3	0	0
11235	1	0	0	0
11236	3	0	1	0
11237	30	16	4	1
11238	32	0	9	0
11239	12	28	3	8
11240	10	5	4	2
11241	8	0	1	0
11242	16	39	5	66
11243	4	45	0	1
11244	15	14	2	8
11245	10	10	0	0
11246	4	14	0	1
11247	2	2	0	0
11248	4	8	0	5
11249	35	22	3	0
11250	8	8	0	1
11251	1	1	0	0
11252	7	13	0	0
11253	1	0	0	0
11254	21	0	2	0
11255	0	0	8	0
11256	1	1	42	0
11257	0	0	1	0
11258	23	6	10	5
11259	9	0	9	0
11260	1	0	11	5
11261	2	0	1	0
161	318	80	69	35
330	294	189	34	0
362	110	120	0	3
539	175	80	48	13
1522	103	0	107	0
1561	22	6	5	6
1574	146	153	20	2
1782	29	75	5	2
1785	47	2	2	0
1870	44	144	2	41
1988	104	146	30	55
2068	68	43	39	34
2079	293	89	88	14
2238	524	8	149	0
2348	19	3	1	0
2393	27	9	3	1
2530	26	12	6	1
2711	43	56	10	6
2811	110	72	33	25
2820	149	0	59	1
2826	122	12	7	1
2839	27	13	6	3
2849	11	29	0	0
2904	119	0	9	0
2915	81	0	10	0
2921	76	0	29	0
2976	53	4	10	1
3026	130	32	9	0
3228	128	0	4	0
3248	86	37	53	40
3265	4	0	9	0
3288	36	4	22	0
3310	19	25	1	3
3358	67	0	54	0
3496	26	0	1	0
3829	52	1	12	0
3887	68	29	12	5
4413	65	25	41	2
4477	8	2	14	0
4642	35	10	58	5
4733	41	162	6	5
4742	5	5	0	0
4759	63	129	40	57
4802	74	16	15	12
4908	77	0	31	0
5320	51	4	9	0
5489	1	0	2	0
5870	26	1	34	11
5959	189	120	12	6
5975	22	19	7	1
6133	196	4	37	1
6189	31	7	9	0
6192	54	7	8	6
6195	34	8	8	0
6215	80	30	2	2
6647	9	75	2	7
6674	19	0	2	0
6741	5	4	2	0
6787	13	1	3	0
6891	27	0	3	0
6907	12	36	21	19
7183	7	0	3	0
7588	76	8	40	4
7615	51	44	58	158
7645	36	17	62	46
7781	32	3	14	0
8030	18	0	6	0
8145	21	0	3	0
8252	11	0	0	0
8465	18	56	0	0
8480	21	60	1	5
8679	20	19	9	2
9427	62	0	0	0
9485	26	0	10	0
9717	29	7	20	7
10176	41	22	50	1
10256	29	53	4	31
10392	16	47	8	13
11426	72	27	14	9
11851	26	0	5	0
12481	40	0	7	0
12717	46	0	1	0
12833	17	0	0	0
12914	38	0	9	1
13358	9	0	3	0
13610	21	32	1	0
15042	27	30	3	0
15321	31	0	8	0
15400	21	67	9	5
15469	3	3	1	0
15875	9	41	4	3
15892	13	28	5	0
18030	2	5	11	0
18214	32	0	21	0
18915	29	21	4	13
19387	10	0	3	0
19474	44	49	15	13
19500	10	0	4	0
20084	7	7	1	0
20462	4	3	0	0
21104	10	8	0	0
21196	13	14	1	1
21721	3	0	20	0
22358	2	0	0	0
22717	14	3	0	0
22949	34	0	6	0
23153	14	3	10	1
24429	16	37	4	8
24455	5	3	0	0
24607	7	7	5	4
26560	2	0	0	0
26561	2	0	0	0
26562	2	0	0	0
26563	1	0	0	0
26564	3	0	0	0
26565	3	0	1	0
26566	7	2	3	0
26567	3	1	0	6
26568	14	6	1	0
26569	8	7	1	0
26570	3	0	1	0
26571	3	0	0	0
26572	10	0	6	0
26573	4	0	0	0
26574	3	0	8	0
26575	0	0	1	0
26576	6	0	7	0
26577	0	0	5	0
26578	3	6	3	0
26579	0	0	1	0
26580	0	0	3	0
258	93	101	1	1
497	66	56	6	36
558	25	49	10	10
572	46	53	6	18
1756	100	0	2	0
1832	95	200	7	0
1858	115	94	36	5
2061	90	126	2	14
2111	63	152	4	2
2133	79	21	3	0
2172	133	63	3	0
2275	6	0	0	0
2280	312	120	169	28
2415	211	53	128	16
2481	56	16	4	1
2499	4	1	0	0
2503	130	75	33	0
2506	164	230	34	7
2508	26	48	0	3
2522	100	57	1	1
2525	24	17	2	1
2535	17	20	3	5
2537	53	85	0	3
2546	31	34	0	0
2562	80	118	0	0
2591	84	121	0	1
2592	76	77	0	2
2767	55	112	7	77
2927	88	200	9	0
3059	37	57	7	1
3256	31	0	5	1
3417	87	111	56	16
3526	42	97	0	0
3560	18	34	0	0
3574	31	99	0	0
3594	85	156	1	0
3794	194	62	19	4
3904	30	56	14	21
4354	54	15	6	1
4854	10	49	0	1
4942	45	2	10	2
5111	48	203	0	0
5179	97	117	8	0
5214	51	50	10	0
5852	18	16	9	2
6271	13	14	1	0
6344	34	84	16	29
6361	21	188	3	16
6729	33	7	39	1
6829	62	68	0	0
7551	41	31	1	0
7591	16	36	0	17
7602	30	51	1	6
7627	1	3	1	1
7651	7	1	2	0
7863	6	3	0	1
7876	28	40	1	0
8738	60	82	22	93
8781	35	97	0	0
9264	117	83	30	11
9512	32	202	6	0
9971	10	24	0	0
11801	2	14	0	0
12322	6	17	1	10
12335	2	8	0	0
13081	54	125	39	72
13434	12	38	5	32
13494	5	0	1	1
14964	3	5	0	0
15320	10	51	0	2
15363	5	33	0	0
16110	2	16	0	14
16628	2	1	0	1
16978	25	0	2	0
17304	9	1	5	0
17422	50	97	7	0
18658	14	0	7	0
19501	17	6	11	7
19642	4	2	0	0
21484	8	16	0	0
21619	3	17	1	5
26180	1	0	0	0
26181	2	1	0	0
26182	4	10	0	0
26183	2	1	0	0
26184	4	8	0	4
26185	1	0	0	0
26186	1	14	0	0
26187	1	3	0	0
26188	6	7	0	2
26189	2	13	0	2
26190	1	15	2	8
26191	5	3	1	0
26192	1	0	0	0
26193	7	0	4	0
1829	238	138	60	4
2146	82	59	23	42
2468	119	110	4	6
2583	179	175	7	0
3601	21	110	6	93
4549	66	12	10	3
4956	118	402	17	0
5206	25	0	0	0
8929	21	14	0	0
9977	66	112	1	7
26581	3	18	1	1
26582	1	0	0	0
1536	204	369	5	0
1635	115	2	232	400
1850	29	172	0	0
2042	126	8	13	6
2322	48	2	0	0
2505	80	79	0	0
2513	35	32	0	0
2523	118	79	10	1
2563	65	118	1	0
2570	90	92	4	2
2573	92	164	0	0
2593	59	59	0	0
2796	45	61	3	1
2890	31	7	4	0
2898	31	149	1	7
3888	19	49	0	5
4905	26	57	6	0
5069	16	57	12	72
5202	22	51	2	1
5218	10	31	0	1
5332	24	40	3	14
5764	21	9	5	0
6167	163	89	55	113
6638	70	201	5	0
6826	47	184	3	0
6946	60	56	0	0
7580	17	303	0	0
7626	38	185	12	17
7649	5	22	1	0
7850	17	56	2	0
7858	41	87	0	0
7870	5	6	0	0
7887	22	16	0	0
7888	68	36	2	0
7893	16	1	0	1
7964	42	88	0	0
8526	6	69	0	2
9968	22	6	0	0
10450	10	51	0	0
13179	29	32	11	0
15976	6	41	0	6
16718	13	0	0	0
17588	13	91	0	23
20416	44	35	2	0
20693	1	1	0	0
20694	5	10	0	0
20695	11	1	2	0
20696	3	0	0	0
20697	5	24	1	11
20698	1	1	0	0
20699	2	6	0	2
1677	12	13	9	7
1843	93	87	8	3
2806	45	137	19	116
3855	27	89	1	0
3894	113	195	0	7
4341	7	102	5	100
4346	35	74	0	0
4396	48	195	3	0
4744	5	29	0	3
4986	11	98	6	30
5021	17	15	4	2
5970	23	100	2	1
6178	41	20	5	1
7854	19	192	0	9
7941	24	84	2	33
7946	51	120	2	24
9214	52	21	13	0
9388	41	59	3	4
9846	10	46	0	4
9966	10	41	0	0
9970	2	21	0	0
12338	5	15	0	1
12908	8	36	0	3
13841	8	15	0	0
14149	7	70	1	1
16106	3	23	0	7
16853	5	58	2	143
16877	15	45	4	37
17654	3	37	0	6
19712	8	6	2	0
20033	12	120	0	2
20772	4	27	0	0
26583	4	19	1	0
26584	4	0	0	0
26585	1	17	0	2
26586	2	1	0	0
26587	1	0	0	0
26588	1	16	1	1
26589	2	2	0	0
26590	6	10	0	7
26591	2	5	0	0
26592	1	1	0	0
26593	1	5	0	3
5460	24	96	2	9
10616	45	0	0	0
12623	7	1	0	0
14345	36	0	7	0
26594	1	0	0	0
26595	1	1	0	0
1650	235	78	64	9
1659	8	7	38	0
1802	18	0	140	0
2363	55	8	55	0
2450	52	0	3	0
2623	51	0	2	0
2686	28	42	30	1
2879	189	10	19	0
3536	197	8	59	0
3617	97	74	152	25
3687	10	1	47	3
5369	22	25	48	10
5446	91	25	3	0
5988	12	48	8	2
6022	28	0	1	0
6732	29	30	93	8
6990	117	88	7	0
7009	11	5	4	0
7539	98	0	0	0
7713	15	36	13	0
8470	37	3	2	6
12225	11	4	8	1
13119	21	11	70	4
14124	3	3	2	2
15394	1	0	1	0
22399	7	20	14	0
22490	3	1	2	0
22494	0	4	4	1
23350	7	25	2	0
23513	0	2	1	0
25646	1	0	0	0
25647	1	0	0	0
25648	4	0	3	0
25649	1	0	0	0
25650	1	0	0	0
25651	1	0	0	0
25652	2	5	1	11
25653	9	9	1	0
25654	2	0	1	0
25655	1	0	0	0
25656	4	24	1	0
25657	0	5	1	0
25658	0	1	1	0
25659	2	15	1	0
25660	0	0	1	0
25661	3	1	2	0
25662	2	1	1	0
2168	30	201	0	0
2564	23	36	0	0
3224	19	4	2	0
3450	21	67	23	5
3704	13	64	0	1
4273	7	47	0	1
4363	31	66	4	3
5701	10	10	0	0
6827	21	26	5	1
6908	21	95	2	29
7708	40	0	1	0
7902	13	6	0	0
7929	3	1	0	2
9989	7	0	0	0
9995	17	20	0	0
12204	3	4	2	1
15534	11	13	0	0
16692	12	5	3	8
16812	5	22	2	0
18051	3	56	0	4
21384	7	13	0	0
21843	22	14	1	3
21945	2	1	0	0
21971	5	34	0	0
21972	1	0	0	0
21973	2	1	0	0
21974	1	1	0	0
21975	1	1	0	0
21976	4	3	0	0
21977	1	4	0	0
21978	1	9	0	0
21979	2	14	2	8
21980	2	18	0	5
21981	4	0	0	0
21982	1	2	0	0
2567	11	15	0	0
26596	1	54	0	0
1702	161	9	8	0
1755	76	105	82	100
1915	79	59	0	0
2101	41	66	3	6
2104	38	8	10	82
2288	41	37	0	4
2492	10	16	1	0
2495	8	5	1	0
2501	43	17	1	3
2502	47	25	5	0
2504	3	3	2	0
2507	8	6	0	1
2509	3	3	1	0
2512	33	66	7	1
2514	40	79	13	0
2517	38	0	0	0
2521	11	11	0	0
2524	43	128	25	0
2526	25	6	1	0
2531	10	0	0	0
2534	57	6	9	3
2539	18	29	3	5
2543	2	2	0	0
2544	10	9	2	0
2545	40	36	8	1
2547	40	39	16	110
2550	64	57	5	1
2551	169	0	4	0
2552	27	1	5	1
2553	33	2	17	0
2556	24	7	3	0
2559	3	2	0	0
2560	27	18	9	5
2561	24	22	0	0
2566	6	10	1	1
2568	36	47	0	0
2569	29	3	3	0
2572	9	5	2	0
2574	12	25	4	7
2575	1	7	1	0
2576	25	71	0	0
2578	17	61	1	1
2579	56	101	3	6
2582	25	50	0	12
2584	30	106	0	0
2588	1	1	0	0
2590	14	22	0	0
1815	57	164	13	37
7832	25	41	4	109
13886	19	5	4	0
16042	3	0	0	0
16043	5	0	0	0
17873	19	2	13	0
12410	40	0	0	0
1576	49	1	7	0
2170	138	43	18	16
2667	19	0	5	0
2932	28	12	33	0
3097	165	1	10	2
3204	47	98	10	1
3657	178	0	46	0
3751	60	181	20	3
3868	19	1	7	1
5396	17	24	0	0
5453	25	73	4	17
5735	29	78	11	124
6179	12	3	0	0
6298	24	1	12	0
6795	13	0	4	0
6806	28	33	13	0
6887	41	149	3	3
7869	26	4	0	0
10787	10	15	11	96
10820	14	14	1	1
12477	1	0	1	0
13427	3	1	0	0
13831	11	0	3	0
14386	3	0	2	1
14914	6	0	14	0
15486	16	33	9	0
15727	15	13	1	1
16734	13	13	22	191
17087	8	9	0	6
18164	17	1	4	0
18608	3	1	0	0
20110	2	0	0	0
20444	7	0	2	1
25722	4	1	3	0
25723	4	5	1	0
25724	1	1	0	0
25725	1	0	0	0
25726	3	0	2	0
25727	1	0	7	0
563	102	91	49	11
1693	82	1	8	1
1808	72	35	10	1
2117	75	355	1	3
2161	14	143	5	58
2267	140	123	46	0
2639	48	70	38	126
2750	34	72	1	0
2774	16	23	7	3
2872	40	113	8	17
2928	34	8	0	1
3014	247	59	11	7
3245	21	178	9	224
3264	284	0	40	0
3489	35	0	12	0
3761	64	136	4	6
3768	27	64	7	52
3841	85	93	17	1
3864	14	0	2	0
3875	39	38	6	2
3927	49	34	16	2
4342	17	163	1	30
4390	20	1	13	7
4729	20	53	1	47
4832	120	3	79	4
4875	9	9	0	0
4966	59	0	15	0
5173	1	0	2	0
5174	21	326	0	76
5175	33	59	1	0
5176	15	33	3	21
5177	1	1	0	0
5178	6	23	8	1
5180	5	0	2	0
5181	6	3	0	0
5182	10	18	1	4
5183	3	32	0	1
5184	19	0	0	0
5185	34	21	11	108
5186	7	7	0	0
5188	7	5	0	0
5189	8	44	7	152
5190	2	1	0	0
5191	75	19	12	3
5192	1	0	1	0
5193	92	20	4	21
5194	9	18	1	7
5195	3	15	0	2
5196	6	0	3	0
5197	3	12	6	8
5198	1	0	0	0
5199	18	90	2	4
5200	23	32	3	5
5201	21	27	1	1
5203	8	5	1	1
5204	1	12	0	1
5207	36	47	6	1
5208	36	29	3	1
5209	120	1	21	0
5211	33	13	3	1
5212	13	1	4	0
5213	4	11	0	1
5215	9	14	1	1
5216	15	15	1	1
5217	47	223	5	0
5219	3	6	1	1
5220	3	12	2	33
5221	79	12	23	27
5222	9	20	4	6
