,"(0, 0, 0, 0)","(0, 0, 0, 1)","(0, 0, 1, 0)","(0, 0, 1, 1)","(0, 1, 0, 0)","(0, 1, 0, 1)","(0, 1, 1, 0)","(0, 1, 1, 1)","(1, 0, 0, 0)","(1, 0, 0, 1)","(1, 0, 1, 0)","(1, 0, 1, 1)","(1, 1, 0, 0)","(1, 1, 0, 1)","(1, 1, 1, 0)","(1, 1, 1, 1)"
"('214', '54')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"('54', '28')",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"('28', '54')",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"('54', '286')",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"('286', '54')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"('54', '300')",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"('300', '54')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"('54', '348')",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"('348', '54')",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"('54', '349')",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"('349', '54')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"('54', '178')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('178', '54')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('54', '8283')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('8283', '54')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('54', '108')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('108', '54')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('54', '567')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('567', '54')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('54', '152')",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"('152', '54')",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"('54', '182')",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"('182', '54')",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"('54', '581')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('581', '54')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('54', '371')",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"('371', '54')",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"('54', '584')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('584', '54')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('54', '586')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('586', '54')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('54', '590')",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"('590', '54')",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"('54', '39')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('39', '54')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('54', '604')",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"('604', '54')",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"('54', '611')",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"('611', '54')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"('54', '271')",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"('271', '54')",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"('54', '25')",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"('25', '54')",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"('54', '6')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('6', '54')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('54', '8')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('8', '54')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('54', '33')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('33', '54')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('54', '50')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('50', '54')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('54', '127')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('127', '54')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('54', '23')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('23', '54')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('54', '154')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('154', '54')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('54', '252')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('252', '54')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('54', '257')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('257', '54')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('54', '261')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('261', '54')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('54', '273')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('273', '54')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('54', '19')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('19', '54')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('54', '299')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('299', '54')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('54', '302')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('302', '54')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('54', '322')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('322', '54')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('54', '80')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('80', '54')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('54', '94')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('94', '54')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('54', '356')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('356', '54')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('54', '358')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('358', '54')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('54', '339')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('339', '54')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('54', '363')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('363', '54')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('54', '370')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('370', '54')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('54', '373')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('373', '54')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('54', '377')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('377', '54')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('54', '379')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('379', '54')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('54', '415')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('415', '54')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('54', '226')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('226', '54')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('54', '422')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('422', '54')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('54', '428')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('428', '54')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('54', '8282')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('8282', '54')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('54', '192')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('192', '54')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('54', '8284')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('8284', '54')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('54', '514')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('514', '54')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('54', '75')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('75', '54')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('54', '55')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('55', '54')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('54', '560')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('560', '54')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('54', '282')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('282', '54')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('54', '592')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('592', '54')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('54', '280')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('280', '54')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('54', '224')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('224', '54')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('54', '645')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('645', '54')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('54', '650')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('650', '54')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('54', '255')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('255', '54')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('54', '664')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('664', '54')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('54', '667')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('667', '54')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('54', '675')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('675', '54')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('54', '310')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('310', '54')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('54', '306')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('306', '54')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('54', '325')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('325', '54')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('54', '739')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('739', '54')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('54', '246')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('246', '54')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('54', '756')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('756', '54')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('54', '706')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('706', '54')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('54', '600')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('600', '54')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('54', '549')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('549', '54')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('54', '407')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('407', '54')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('54', '723')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('723', '54')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('54', '673')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('673', '54')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('54', '659')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('659', '54')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('54', '308')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('308', '54')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('54', '864')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('864', '54')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('214', '28')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"('28', '214')",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"('214', '286')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"('286', '214')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"('214', '300')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"('300', '214')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"('214', '348')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"('348', '214')",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"('214', '349')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"('349', '214')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"('214', '178')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('178', '214')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('214', '8283')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('8283', '214')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('214', '108')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('108', '214')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('214', '567')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('567', '214')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('214', '152')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"('152', '214')",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"('214', '182')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"('182', '214')",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"('214', '581')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('581', '214')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('214', '371')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"('371', '214')",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"('214', '584')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('584', '214')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('214', '586')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('586', '214')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('214', '590')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"('590', '214')",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"('214', '39')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('39', '214')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('214', '604')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"('604', '214')",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"('214', '611')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"('611', '214')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"('214', '271')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"('271', '214')",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"('214', '25')",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"('25', '214')",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"('214', '6')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"('6', '214')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"('214', '8')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"('8', '214')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"('214', '33')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('33', '214')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('214', '50')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('50', '214')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('214', '127')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"('127', '214')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"('214', '23')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('23', '214')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('214', '154')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"('154', '214')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"('214', '252')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('252', '214')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('214', '257')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"('257', '214')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"('214', '261')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"('261', '214')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"('214', '273')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"('273', '214')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"('214', '19')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"('19', '214')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"('214', '299')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('299', '214')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('214', '302')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"('302', '214')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"('214', '322')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"('322', '214')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"('214', '80')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('80', '214')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('214', '94')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"('94', '214')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"('214', '356')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('356', '214')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('214', '358')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"('358', '214')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"('214', '339')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('339', '214')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('214', '363')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('363', '214')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('214', '370')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('370', '214')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('214', '373')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('373', '214')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('214', '377')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('377', '214')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('214', '379')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('379', '214')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('214', '415')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"('415', '214')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"('214', '226')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('226', '214')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('214', '422')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('422', '214')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('214', '428')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"('428', '214')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"('214', '8282')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('8282', '214')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('214', '192')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"('192', '214')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"('214', '8284')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"('8284', '214')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"('214', '514')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"('514', '214')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"('214', '75')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('75', '214')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('214', '55')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('55', '214')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('214', '560')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('560', '214')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('214', '282')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"('282', '214')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"('214', '592')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('592', '214')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('214', '280')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('280', '214')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('214', '224')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('224', '214')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('214', '645')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"('645', '214')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"('214', '650')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('650', '214')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('214', '255')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('255', '214')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('214', '664')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"('664', '214')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"('214', '667')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('667', '214')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('214', '675')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('675', '214')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('214', '310')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('310', '214')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('214', '306')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('306', '214')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('214', '325')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('325', '214')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('214', '739')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('739', '214')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('214', '246')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('246', '214')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('214', '756')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"('756', '214')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"('214', '706')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('706', '214')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('214', '600')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('600', '214')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('214', '549')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('549', '214')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('214', '407')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('407', '214')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('214', '723')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('723', '214')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('214', '673')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('673', '214')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('214', '659')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('659', '214')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('214', '308')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('308', '214')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('214', '864')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('864', '214')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('28', '286')",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"('286', '28')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"('28', '300')",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"('300', '28')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"('28', '348')",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"('348', '28')",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"('28', '349')",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"('349', '28')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"('28', '178')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('178', '28')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('28', '8283')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('8283', '28')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('28', '108')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('108', '28')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('28', '567')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
